tile,tp,fp,fn,tn,iou,precision,recall,f1
chimanimani_s2_1390.h5,27,8,85,16264,0.2250,0.7714,0.2411,0.3673
chimanimani_s2_1222.h5,0,0,91,16293,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,90,0,16294,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,89,16295,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,22,41,47,16274,0.2000,0.3492,0.3188,0.3333
chimanimani_s2_1295.h5,0,87,0,16297,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,87,16297,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,86,0,16298,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,62,24,16298,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,36,50,16298,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,15,70,16299,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,83,0,16301,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,7,0,83,16294,0.0778,1.0000,0.0778,0.1443
chimanimani_s2_1264.h5,0,83,0,16301,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,83,0,16301,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,2,0,82,16300,0.0238,1.0000,0.0238,0.0465
chimanimani_s2_1264.h5,20,0,80,16284,0.2000,1.0000,0.2000,0.3333
chimanimani_s2_126.h5,0,79,0,16305,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,79,16305,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,79,16305,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,78,0,16306,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,56,12,66,16250,0.4179,0.8235,0.4590,0.5895
chimanimani_s2_1041.h5,12,12,66,16294,0.1333,0.5000,0.1538,0.2353
chimanimani_s2_1223.h5,191,29,47,16117,0.7154,0.8682,0.8025,0.8341
chimanimani_s2_1019.h5,8,53,23,16300,0.0952,0.1311,0.2581,0.1739
chimanimani_s2_1222.h5,19,58,17,16290,0.2021,0.2468,0.5278,0.3363
chimanimani_s2_1222.h5,0,0,74,16310,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,73,0,16311,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,5,2,70,16307,0.0649,0.7143,0.0667,0.1220
chimanimani_s2_1295.h5,85,15,57,16227,0.5414,0.8500,0.5986,0.7025
chimanimani_s2_1222.h5,0,70,2,16312,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,31,44,27,16282,0.3039,0.4133,0.5345,0.4662
chimanimani_s2_1295.h5,0,69,0,16315,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,9,14,53,16308,0.1184,0.3913,0.1452,0.2118
chimanimani_s2_126.h5,0,0,66,16318,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,5,61,16318,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,64,0,16320,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,31,2,60,16291,0.3333,0.9394,0.3407,0.5000
chimanimani_s2_1390.h5,0,13,49,16322,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,61,0,16323,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,19,42,16323,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,60,0,16324,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,60,0,16324,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,58,16326,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,57,0,16327,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,57,16327,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,24,0,56,16304,0.3000,1.0000,0.3000,0.4615
chimanimani_s2_1222.h5,6,10,45,16323,0.0984,0.3750,0.1176,0.1791
chimanimani_s2_1223.h5,0,55,0,16329,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,55,16329,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,52,0,16332,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,21,31,16332,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,50,0,16334,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,12,0,50,16322,0.1935,1.0000,0.1935,0.3243
chimanimani_s2_1019.h5,0,0,50,16334,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,49,0,16335,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,49,0,16335,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,44,4,16336,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,20,28,16336,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,48,16336,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,46,0,16338,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,45,16339,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,44,16340,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,44,16340,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,43,16341,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,42,16342,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,41,0,16343,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,41,16343,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,40,0,16344,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,10,0,40,16334,0.2000,1.0000,0.2000,0.3333
chimanimani_s2_1295.h5,0,39,0,16345,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,17,22,16345,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,38,0,16346,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,34,16350,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,1,33,16350,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,32,16352,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,32,16352,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,31,0,16353,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,31,0,16353,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,31,0,16353,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,31,16353,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,30,0,16354,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,3,0,30,16351,0.0909,1.0000,0.0909,0.1667
chimanimani_s2_126.h5,0,28,0,16356,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,28,0,16356,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,27,0,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,27,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,2,25,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,20,7,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,27,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,27,16357,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,26,16358,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,25,0,16359,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,4,21,16359,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,23,0,16361,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,1,4,19,16360,0.0417,0.2000,0.0500,0.0800
chimanimani_s2_1222.h5,0,4,18,16362,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,22,0,16362,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,22,16362,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,20,0,16364,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,20,0,16364,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,20,16364,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,20,0,16364,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,19,16365,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,19,0,16365,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,19,0,16365,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,8,0,18,16358,0.3077,1.0000,0.3077,0.4706
chimanimani_s2_1295.h5,0,0,18,16366,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,18,16366,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,17,0,16367,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,17,0,16367,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,2,14,16368,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,16,0,16368,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,16,16368,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,3,12,16369,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,15,0,16369,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,14,0,16370,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,13,0,16371,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,11,16373,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,11,16373,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,11,0,16373,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,9,0,16375,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,8,0,16376,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,8,16376,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,8,0,16376,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,7,16377,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,7,0,16377,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,7,0,16377,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,7,0,16377,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,7,0,16377,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,6,0,16378,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,6,0,16378,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,6,0,16378,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,6,0,16378,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,6,16378,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,5,0,16379,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,5,16379,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,5,0,16379,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,4,16380,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,4,16380,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,3,0,16381,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,3,0,16381,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,2,0,16382,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,2,0,16382,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,2,0,16382,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,1,0,16383,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,1,0,16383,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,1,0,16383,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1295.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1390.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1223.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_126.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1264.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1019.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1041.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
chimanimani_s2_1222.h5,0,0,0,16384,0.0000,0.0000,0.0000,0.0000
